Enrollment	Evento	FechaHora
49980	Salida del navegador	24/04/21 16:08
49980	Cambio de pesta–a	24/04/21 16:08
51271	Creo una nueva pestana	24/04/21 16:08
51271	Cambio de pesta–a	24/04/21 16:08
50879	Usuario ten’a sesion activa	24/04/21 16:08
50879	[Login] Acceso concedido---sin Azure	24/04/21 16:08
51016	Regres— al navegador	24/04/21 16:08
51162	Cambio de pesta–a	24/04/21 16:08
50850	Regres— al navegador	24/04/21 16:08
51271	Salida del navegador	24/04/21 16:08
50022	Regres— al navegador	24/04/21 16:08
50331	[PaperTwo] Acceso permitido 	24/04/21 16:08
51271	Cambio de pesta–a	24/04/21 16:08
50594	[PaperTwo] Acceso permitido 	24/04/21 16:08
50849	[PaperTwo] Acceso permitido 	24/04/21 16:08
49188	Regres— al navegador	24/04/21 16:08
51382	Salida del navegador	24/04/21 16:08
51382	Regres— al navegador	24/04/21 16:08
51560	Regres— al navegador	24/04/21 16:08
49720	[PaperTwo] Acceso permitido 	24/04/21 16:08
51256	[PaperTwo] Acceso permitido 	24/04/21 16:08
51534	[PaperTwo] Acceso permitido 	24/04/21 16:08
51556	[PaperTwo] Acceso permitido 	24/04/21 16:08
51016	Cambio de pesta–a	24/04/21 16:08
51016	Salida del navegador	24/04/21 16:08
51387	[PaperTwo] Acceso permitido 	24/04/21 16:08
49819	Regres— al navegador	24/04/21 16:08
49758	Cambio de pesta–a	24/04/21 16:08
49758	Salida del navegador	24/04/21 16:08
49855	Salida del navegador	24/04/21 16:08
49855	Regres— al navegador	24/04/21 16:08
50984	[PaperTwo] Acceso permitido 	24/04/21 16:08
49758	Creo una nueva pestana	24/04/21 16:08
49758	Cambio de pesta–a	24/04/21 16:08
51016	Creo una nueva pestana	24/04/21 16:08
51016	Cambio de pesta–a	24/04/21 16:08
51016	Regres— al navegador	24/04/21 16:08
51558	Regres— al navegador	24/04/21 16:08
51558	Salida del navegador	24/04/21 16:08
51558	Cambio de pesta–a	24/04/21 16:08
50022	Cambio de pesta–a	24/04/21 16:08
50022	Salida del navegador	24/04/21 16:08
51162	Cambio de pesta–a	24/04/21 16:08
51558	Cambio de pesta–a	24/04/21 16:08
49758	Regres— al navegador	24/04/21 16:08
49758	Salida del navegador	24/04/21 16:08
49758	Cambio de pesta–a	24/04/21 16:08
51537	Salida del navegador	24/04/21 16:08
51518	[PaperTwo] Acceso permitido 	24/04/21 16:08
51162	Cambio de pesta–a	24/04/21 16:08
51300	[PaperTwo] Acceso permitido 	24/04/21 16:08
51544	[PaperTwo] Acceso permitido 	24/04/21 16:08
51184	Regres— al navegador	24/04/21 16:08
49167	[PaperTwo] Acceso permitido 	24/04/21 16:08
51537	Regres— al navegador	24/04/21 16:08
51392	Usuario ten’a sesion activa	24/04/21 16:08
51392	[Login] Acceso concedido---sin Azure	24/04/21 16:08
51162	Cambio de pesta–a	24/04/21 16:08
51537	Salida del navegador	24/04/21 16:08
51162	Cambio de pesta–a	24/04/21 16:08
51264	Cambio de pesta–a	24/04/21 16:08
51264	Creo una nueva pestana	24/04/21 16:08
49188	Salida del navegador	24/04/21 16:08
49188	Regres— al navegador	24/04/21 16:08
51264	Cambio de URL	24/04/21 16:08
50799	[PaperTwo] Acceso permitido 	24/04/21 16:08
50978	[PaperTwo] Acceso permitido 	24/04/21 16:08
51264	Salida del navegador	24/04/21 16:08
51264	Cambio de URL	24/04/21 16:08
49346	Salida del navegador	24/04/21 16:08
49346	Regres— al navegador	24/04/21 16:08
49346	Salida del navegador	24/04/21 16:08
49346	Cambio de pesta–a	24/04/21 16:08
51382	Salida del navegador	24/04/21 16:08
51382	Regres— al navegador	24/04/21 16:08
51450	[PaperTwo] Acceso permitido 	24/04/21 16:08
49346	Creo una nueva pestana	24/04/21 16:08
49346	Cambio de pesta–a	24/04/21 16:08
49819	[PaperTwo] Acceso permitido 	24/04/21 16:08
51515	[PaperTwo] Acceso permitido 	24/04/21 16:08
51382	[PaperTwo] Acceso permitido 	24/04/21 16:08
51264	Cambio de URL	24/04/21 16:08
49346	Regres— al navegador	24/04/21 16:08
51465	Salida del navegador	24/04/21 16:08
51537	Regres— al navegador	24/04/21 16:08
49758	Regres— al navegador	24/04/21 16:08
49758	Salida del navegador	24/04/21 16:08
49758	Cambio de pesta–a	24/04/21 16:08
49855	Salida del navegador	24/04/21 16:08
51537	Salida del navegador	24/04/21 16:08
49855	Regres— al navegador	24/04/21 16:08
51264	Cambio de URL	24/04/21 16:08
50486	Salida del navegador	24/04/21 16:08
50486	Regres— al navegador	24/04/21 16:08
50917	[PaperTwo] Acceso permitido 	24/04/21 16:09
49758	Usuario ten’a sesion activa	24/04/21 16:09
49758	[Login] Acceso concedido---sin Azure	24/04/21 16:09
51264	Cambio de URL	24/04/21 16:09
51076	Cambio de pesta–a	24/04/21 16:09
51076	Salida del navegador	24/04/21 16:09
51537	Regres— al navegador	24/04/21 16:09
51076	Creo una nueva pestana	24/04/21 16:09
51076	Cambio de pesta–a	24/04/21 16:09
51264	Creo una nueva pestana	24/04/21 16:09
51264	Cambio de pesta–a	24/04/21 16:09
51558	Regres— al navegador	24/04/21 16:09
51537	Salida del navegador	24/04/21 16:09
51465	[PaperTwo] Acceso permitido 	24/04/21 16:09
49188	Salida del navegador	24/04/21 16:09
51537	Regres— al navegador	24/04/21 16:09
51264	Regres— al navegador	24/04/21 16:09
51465	Regres— al navegador	24/04/21 16:09
51264	Salida del navegador	24/04/21 16:09
51264	Cambio de pesta–a	24/04/21 16:09
49758	Regres— al navegador	24/04/21 16:09
51585	Cambio de pesta–a	24/04/21 16:09
51367	[PaperTwo] Acceso permitido 	24/04/21 16:09
50524	Salida del navegador	24/04/21 16:09
51424	[PaperTwo] Acceso permitido 	24/04/21 16:09
49838	[PaperTwo] Acceso permitido 	24/04/21 16:09
51585	Salida del navegador	24/04/21 16:09
51585	Cambio de pesta–a	24/04/21 16:09
51436	[PaperTwo] Acceso permitido 	24/04/21 16:09
51162	[PaperTwo] Acceso permitido 	24/04/21 16:09
51016	Salida del navegador	24/04/21 16:09
51016	Regres— al navegador	24/04/21 16:09
51537	Salida del navegador	24/04/21 16:09
51051	[PaperTwo] Acceso permitido 	24/04/21 16:09
51585	Regres— al navegador	24/04/21 16:09
51114	[PaperTwo] Acceso permitido 	24/04/21 16:09
51016	Regres— al navegador	24/04/21 16:09
51162	Cambio de pesta–a	24/04/21 16:09
49188	Regres— al navegador	24/04/21 16:09
49957	[PaperTwo] Acceso permitido 	24/04/21 16:09
49188	[PaperTwo] Acceso permitido 	24/04/21 16:09
49256	[PaperTwo] Acceso permitido 	24/04/21 16:09
51162	Cambio de pesta–a	24/04/21 16:09
49346	Salida del navegador	24/04/21 16:09
49346	Cambio de pesta–a	24/04/21 16:09
51016	Salida del navegador	24/04/21 16:09
49346	Cambio de pesta–a	24/04/21 16:09
51506	Salida del navegador	24/04/21 16:09
51016	Regres— al navegador	24/04/21 16:09
50331	Salida del navegador	24/04/21 16:09
50594	Salida del navegador	24/04/21 16:09
51016	Salida del navegador	24/04/21 16:09
51016	Regres— al navegador	24/04/21 16:09
51076	Regres— al navegador	24/04/21 16:09
51160	Salida del navegador	24/04/21 16:09
51076	Salida del navegador	24/04/21 16:09
51076	Cambio de pesta–a	24/04/21 16:09
49720	Salida del navegador	24/04/21 16:09
50022	Regres— al navegador	24/04/21 16:09
51558	Salida del navegador	24/04/21 16:09
51558	Cambio de pesta–a	24/04/21 16:09
51260	[PaperTwo] Acceso permitido 	24/04/21 16:09
50691	[PaperTwo] Acceso permitido 	24/04/21 16:09
51558	Cambio de pesta–a	24/04/21 16:09
51558	Cambio de pesta–a	24/04/21 16:09
51558	Creo una nueva pestana	24/04/21 16:09
51558	Cambio de pesta–a	24/04/21 16:09
51016	Creo una nueva pestana	24/04/21 16:09
51016	Cambio de pesta–a	24/04/21 16:09
51016	Salida del navegador	24/04/21 16:09
51016	Regres— al navegador	24/04/21 16:09
49582	[PaperTwo] Acceso permitido 	24/04/21 16:09
51076	Regres— al navegador	24/04/21 16:09
51271	Salida del navegador	24/04/21 16:09
51271	Regres— al navegador	24/04/21 16:09
51271	Creo una nueva pestana	24/04/21 16:09
51271	Salida del navegador	24/04/21 16:09
51271	Cambio de pesta–a	24/04/21 16:09
51271	Cambio de pesta–a	24/04/21 16:10
51271	Cambio de pesta–a	24/04/21 16:10
50830	[PaperTwo] Acceso permitido 	24/04/21 16:10
51271	Cambio de pesta–a	24/04/21 16:10
51321	[PaperTwo] Acceso permitido 	24/04/21 16:10
51076	Salida del navegador	24/04/21 16:10
51076	Regres— al navegador	24/04/21 16:10
51162	Cambio de pesta–a	24/04/21 16:10
51016	Regres— al navegador	24/04/21 16:10
51016	Salida del navegador	24/04/21 16:10
51264	Regres— al navegador	24/04/21 16:10
51264	Creo una nueva pestana	24/04/21 16:10
51264	Cambio de pesta–a	24/04/21 16:10
50207	Salida del navegador	24/04/21 16:10
50207	Regres— al navegador	24/04/21 16:10
51361	Salida del navegador	24/04/21 16:10
50885	Salida del navegador	24/04/21 16:10
50885	Regres— al navegador	24/04/21 16:10
50885	Salida del navegador	24/04/21 16:10
49942	[PaperTwo] Acceso permitido 	24/04/21 16:10
51184	Salida del navegador	24/04/21 16:10
51184	Regres— al navegador	24/04/21 16:10
51264	Salida del navegador	24/04/21 16:10
51264	Creo una nueva pestana	24/04/21 16:10
51264	Cambio de pesta–a	24/04/21 16:10
51271	Regres— al navegador	24/04/21 16:10
49346	Regres— al navegador	24/04/21 16:10
49346	Salida del navegador	24/04/21 16:10
49346	Cambio de pesta–a	24/04/21 16:10
50262	[PaperTwo] Acceso permitido 	24/04/21 16:10
50319	Salida del navegador	24/04/21 16:10
50319	Regres— al navegador	24/04/21 16:10
50580	Salida del navegador	24/04/21 16:10
50918	[PaperTwo] Acceso permitido 	24/04/21 16:10
50580	Regres— al navegador	24/04/21 16:10
50041	[PaperTwo] Acceso permitido 	24/04/21 16:10
51264	Regres— al navegador	24/04/21 16:10
51264	Salida del navegador	24/04/21 16:10
51570	[PaperTwo] Acceso permitido 	24/04/21 16:10
51367	Salida del navegador	24/04/21 16:10
50885	[PaperTwo] Acceso permitido 	24/04/21 16:10
51271	Creo una nueva pestana	24/04/21 16:10
51271	Cambio de pesta–a	24/04/21 16:10
51271	Salida del navegador	24/04/21 16:10
51271	Cambio de pesta–a	24/04/21 16:10
49247	[PaperTwo] Acceso permitido 	24/04/21 16:10
50859	[PaperTwo] Acceso permitido 	24/04/21 16:10
51271	Regres— al navegador	24/04/21 16:10
51162	Cambio de pesta–a	24/04/21 16:10
51264	Regres— al navegador	24/04/21 16:10
51137	[PaperTwo] Acceso permitido 	24/04/21 16:10
50580	[PaperTwo] Acceso permitido 	24/04/21 16:10
51264	Salida del navegador	24/04/21 16:10
51264	Cambio de pesta–a	24/04/21 16:10
49975	Regres— al navegador	24/04/21 16:10
49975	Salida del navegador	24/04/21 16:10
50885	Regres— al navegador	24/04/21 16:10
50207	[PaperTwo] Acceso permitido 	24/04/21 16:10
50022	Salida del navegador	24/04/21 16:10
50022	Cambio de pesta–a	24/04/21 16:10
50918	Salida del navegador	24/04/21 16:10
51585	Salida del navegador	24/04/21 16:10
51477	Salida del navegador	24/04/21 16:10
50022	Cambio de pesta–a	24/04/21 16:10
49152	Regres— al navegador	24/04/21 16:10
51392	Usuario ten’a sesion activa	24/04/21 16:10
51392	[Login] Acceso concedido---sin Azure	24/04/21 16:10
51271	Cambio de pesta–a	24/04/21 16:10
51271	Salida del navegador	24/04/21 16:10
51271	Cambio de pesta–a	24/04/21 16:10
51264	Regres— al navegador	24/04/21 16:10
51271	Cambio de pesta–a	24/04/21 16:10
51271	Cambio de pesta–a	24/04/21 16:10
50965	[PaperTwo] Acceso permitido 	24/04/21 16:10
50575	Salida del navegador	24/04/21 16:10
51509	Salida del navegador	24/04/21 16:10
50918	Regres— al navegador	24/04/21 16:10
50319	Salida del navegador	24/04/21 16:10
50319	Regres— al navegador	24/04/21 16:10
51537	Regres— al navegador	24/04/21 16:11
51160	Regres— al navegador	24/04/21 16:11
51109	Salida del navegador	24/04/21 16:11
51271	Regres— al navegador	24/04/21 16:11
51271	Cambio de pesta–a	24/04/21 16:11
51585	[PaperTwo] Acceso permitido 	24/04/21 16:11
51537	Salida del navegador	24/04/21 16:11
51271	Salida del navegador	24/04/21 16:11
51271	Cambio de pesta–a	24/04/21 16:11
49609	Salida del navegador	24/04/21 16:11
51160	[PaperTwo] Acceso permitido 	24/04/21 16:11
51271	Cambio de pesta–a	24/04/21 16:11
51271	Cambio de pesta–a	24/04/21 16:11
51271	Cambio de pesta–a	24/04/21 16:11
51509	[PaperTwo] Acceso permitido 	24/04/21 16:11
49670	Salida del navegador	24/04/21 16:11
49670	Regres— al navegador	24/04/21 16:11
50575	Regres— al navegador	24/04/21 16:11
51109	Regres— al navegador	24/04/21 16:11
49152	Salida del navegador	24/04/21 16:11
49152	Regres— al navegador	24/04/21 16:11
51585	Regres— al navegador	24/04/21 16:11
51477	Regres— al navegador	24/04/21 16:11
50782	Salida del navegador	24/04/21 16:11
50782	Regres— al navegador	24/04/21 16:11
50782	Salida del navegador	24/04/21 16:11
50782	Creo una nueva pestana	24/04/21 16:11
50782	Cambio de pesta–a	24/04/21 16:11
49152	Salida del navegador	24/04/21 16:11
50782	Cambio de pesta–a	24/04/21 16:11
50319	[PaperTwo] Acceso permitido 	24/04/21 16:11
51392	Salida del navegador	24/04/21 16:11
51509	Regres— al navegador	24/04/21 16:11
51109	[PaperTwo] Acceso permitido 	24/04/21 16:11
51076	[PaperTwo] Acceso permitido 	24/04/21 16:11
50782	Regres— al navegador	24/04/21 16:11
51131	Salida del navegador	24/04/21 16:11
49769	[PaperTwo] Acceso permitido 	24/04/21 16:11
51271	Regres— al navegador	24/04/21 16:11
51361	Regres— al navegador	24/04/21 16:11
51271	Salida del navegador	24/04/21 16:11
51271	Cambio de pesta–a	24/04/21 16:11
51271	Regres— al navegador	24/04/21 16:11
51392	Regres— al navegador	24/04/21 16:11
49975	Salida del navegador	24/04/21 16:11
49975	Regres— al navegador	24/04/21 16:11
51560	Salida del navegador	24/04/21 16:11
49670	Salida del navegador	24/04/21 16:11
49670	Regres— al navegador	24/04/21 16:11
51529	Salida del navegador	24/04/21 16:11
51529	Regres— al navegador	24/04/21 16:11
49758	Salida del navegador	24/04/21 16:11
49670	Salida del navegador	24/04/21 16:11
49670	Regres— al navegador	24/04/21 16:11
50053	Salida del navegador	24/04/21 16:12
50300	[PaperTwo] Acceso permitido 	24/04/21 16:12
51560	Regres— al navegador	24/04/21 16:12
51076	Salida del navegador	24/04/21 16:12
51392	[PaperTwo] Acceso permitido 	24/04/21 16:12
50262	Salida del navegador	24/04/21 16:12
50262	Regres— al navegador	24/04/21 16:12
50022	Regres— al navegador	24/04/21 16:12
50022	Salida del navegador	24/04/21 16:12
50022	Cambio de pesta–a	24/04/21 16:12
50022	Cambio de pesta–a	24/04/21 16:12
50022	Cambio de pesta–a	24/04/21 16:12
50262	Regres— al navegador	24/04/21 16:12
50262	Salida del navegador	24/04/21 16:12
49346	Salida del navegador	24/04/21 16:12
49346	Regres— al navegador	24/04/21 16:12
49346	Salida del navegador	24/04/21 16:12
49346	Cambio de pesta–a	24/04/21 16:12
50262	Salida del navegador	24/04/21 16:12
50262	Regres— al navegador	24/04/21 16:12
50053	Regres— al navegador	24/04/21 16:12
49758	Regres— al navegador	24/04/21 16:12
51382	Salida del navegador	24/04/21 16:12
49758	Salida del navegador	24/04/21 16:12
50879	[PaperTwo] Acceso permitido 	24/04/21 16:12
49975	Salida del navegador	24/04/21 16:12
49975	Regres— al navegador	24/04/21 16:12
49975	Salida del navegador	24/04/21 16:12
49975	Regres— al navegador	24/04/21 16:12
51424	Salida del navegador	24/04/21 16:12
51436	Salida del navegador	24/04/21 16:12
49758	[PaperTwo] Acceso permitido 	24/04/21 16:12
51051	Salida del navegador	24/04/21 16:12
49957	Salida del navegador	24/04/21 16:12
49838	Salida del navegador	24/04/21 16:12
51114	Salida del navegador	24/04/21 16:12
49346	Regres— al navegador	24/04/21 16:12
49758	Regres— al navegador	24/04/21 16:12
51537	Regres— al navegador	24/04/21 16:12
51560	Creo una nueva pestana	24/04/21 16:12
51560	Cambio de pesta–a	24/04/21 16:12
51560	Salida del navegador	24/04/21 16:12
51560	Cambio de URL	24/04/21 16:12
49741	[PaperTwo] Acceso permitido 	24/04/21 16:12
51537	Salida del navegador	24/04/21 16:12
49806	[PaperTwo] Acceso permitido 	24/04/21 16:12
51560	Cambio de URL	24/04/21 16:12
51537	Regres— al navegador	24/04/21 16:12
51558	Regres— al navegador	24/04/21 16:12
51560	Cambio de URL	24/04/21 16:12
51558	Salida del navegador	24/04/21 16:13
51558	Cambio de pesta–a	24/04/21 16:13
51537	Salida del navegador	24/04/21 16:13
49670	[PaperTwo] Acceso permitido 	24/04/21 16:13
51131	Regres— al navegador	24/04/21 16:13
51560	Cambio de URL	24/04/21 16:13
51560	Cambio de pesta–a	24/04/21 16:13
51558	Creo una nueva pestana	24/04/21 16:13
51558	Cambio de pesta–a	24/04/21 16:13
51560	Cambio de pesta–a	24/04/21 16:13
51537	Regres— al navegador	24/04/21 16:13
51560	Cambio de pesta–a	24/04/21 16:13
51226	[PaperTwo] Acceso permitido 	24/04/21 16:13
51427	[PaperTwo] Acceso permitido 	24/04/21 16:13
51168	[PaperTwo] Acceso permitido 	24/04/21 16:13
51016	Regres— al navegador	24/04/21 16:13
50022	Regres— al navegador	24/04/21 16:13
49887	Regres— al navegador	24/04/21 16:13
51382	Regres— al navegador	24/04/21 16:13
51016	Regres— al navegador	24/04/21 16:13
51296	[PaperTwo] Acceso permitido 	24/04/21 16:13
49152	Regres— al navegador	24/04/21 16:13
49344	[PaperTwo] Acceso permitido 	24/04/21 16:13
50022	Salida del navegador	24/04/21 16:13
50022	Cambio de pesta–a	24/04/21 16:13
51560	Regres— al navegador	24/04/21 16:13
51537	Salida del navegador	24/04/21 16:13
51537	Regres— al navegador	24/04/21 16:13
51558	Usuario ten’a sesion activa	24/04/21 16:13
50729	Regres— al navegador	24/04/21 16:13
49314	[PaperTwo] Acceso permitido 	24/04/21 16:13
51537	Salida del navegador	24/04/21 16:13
51131	[PaperTwo] Acceso permitido 	24/04/21 16:13
50636	[PaperTwo] Acceso permitido 	24/04/21 16:13
51560	Salida del navegador	24/04/21 16:14
51560	Cambio de pesta–a	24/04/21 16:14
51560	Cambio de pesta–a	24/04/21 16:14
50459	Salida del navegador	24/04/21 16:14
50459	Regres— al navegador	24/04/21 16:14
51558	Regres— al navegador	24/04/21 16:14
49582	Salida del navegador	24/04/21 16:14
49887	Salida del navegador	24/04/21 16:14
49887	Regres— al navegador	24/04/21 16:14
50459	Salida del navegador	24/04/21 16:14
50459	Regres— al navegador	24/04/21 16:14
51363	Salida del navegador	24/04/21 16:14
51363	Regres— al navegador	24/04/21 16:14
51395	Salida del navegador	24/04/21 16:14
51395	Regres— al navegador	24/04/21 16:14
51529	Salida del navegador	24/04/21 16:14
51529	Regres— al navegador	24/04/21 16:14
51560	Cambio de pesta–a	24/04/21 16:14
50686	[PaperTwo] Acceso permitido 	24/04/21 16:14
51478	[PaperTwo] Acceso permitido 	24/04/21 16:14
51560	Cambio de pesta–a	24/04/21 16:14
51299	Salida del navegador	24/04/21 16:14
51299	Regres— al navegador	24/04/21 16:14
51395	Salida del navegador	24/04/21 16:14
51395	Regres— al navegador	24/04/21 16:14
50994	[PaperTwo] Acceso permitido 	24/04/21 16:14
50459	Salida del navegador	24/04/21 16:14
50459	Regres— al navegador	24/04/21 16:14
49152	Salida del navegador	24/04/21 16:14
51560	Cambio de pesta–a	24/04/21 16:14
51560	Creo una nueva pestana	24/04/21 16:14
51560	Cambio de pesta–a	24/04/21 16:14
49152	Regres— al navegador	24/04/21 16:14
50565	[PaperTwo] Acceso permitido 	24/04/21 16:14
50300	Salida del navegador	24/04/21 16:14
50300	Regres— al navegador	24/04/21 16:14
49152	Salida del navegador	24/04/21 16:14
49152	Regres— al navegador	24/04/21 16:14
49147	Salida del navegador	24/04/21 16:14
49147	Regres— al navegador	24/04/21 16:14
51560	Cambio de pesta–a	24/04/21 16:14
51558	Salida del navegador	24/04/21 16:14
51560	Regres— al navegador	24/04/21 16:14
49375	[PaperTwo] Acceso permitido 	24/04/21 16:14
51560	Salida del navegador	24/04/21 16:14
51560	Cambio de pesta–a	24/04/21 16:14
49887	Salida del navegador	24/04/21 16:14
51407	[PaperTwo] Acceso permitido 	24/04/21 16:15
49887	Regres— al navegador	24/04/21 16:15
51363	Regres— al navegador	24/04/21 16:15
51363	Salida del navegador	24/04/21 16:15
49152	[PaperTwo] Acceso permitido 	24/04/21 16:15
51363	[PaperTwo] Acceso permitido 	24/04/21 16:15
51558	Cambio de pesta–a	24/04/21 16:15
51560	Cambio de pesta–a	24/04/21 16:15
51271	Salida del navegador	24/04/21 16:15
51271	Regres— al navegador	24/04/21 16:15
49147	[PaperTwo] Acceso permitido 	24/04/21 16:15
51537	Regres— al navegador	24/04/21 16:15
51537	Salida del navegador	24/04/21 16:15
51558	Regres— al navegador	24/04/21 16:15
51558	Salida del navegador	24/04/21 16:15
51558	Cambio de pesta–a	24/04/21 16:15
50053	[PaperTwo] Acceso permitido 	24/04/21 16:15
51537	Regres— al navegador	24/04/21 16:15
51537	Salida del navegador	24/04/21 16:15
51560	Regres— al navegador	24/04/21 16:15
51560	Salida del navegador	24/04/21 16:15
51560	Cambio de pesta–a	24/04/21 16:15
49887	Salida del navegador	24/04/21 16:15
49887	Regres— al navegador	24/04/21 16:15
50022	Regres— al navegador	24/04/21 16:15
50022	Salida del navegador	24/04/21 16:15
50022	Cambio de pesta–a	24/04/21 16:15
51537	Regres— al navegador	24/04/21 16:15
49975	Regres— al navegador	24/04/21 16:16
49975	Salida del navegador	24/04/21 16:16
51264	Regres— al navegador	24/04/21 16:16
51264	Salida del navegador	24/04/21 16:16
51016	Regres— al navegador	24/04/21 16:16
51016	Salida del navegador	24/04/21 16:16
50068	[PaperTwo] Acceso permitido 	24/04/21 16:16
51395	Salida del navegador	24/04/21 16:16
50459	[PaperTwo] Acceso permitido 	24/04/21 16:16
51395	Regres— al navegador	24/04/21 16:16
51016	Creo una nueva pestana	24/04/21 16:16
51016	Cambio de pesta–a	24/04/21 16:16
51016	Salida del navegador	24/04/21 16:16
51016	Regres— al navegador	24/04/21 16:16
51563	Salida del navegador	24/04/21 16:16
51395	[PaperTwo] Acceso permitido 	24/04/21 16:16
51558	Regres— al navegador	24/04/21 16:16
50310	Salida del navegador	24/04/21 16:16
51537	Salida del navegador	24/04/21 16:16
51558	Salida del navegador	24/04/21 16:16
51558	Cambio de pesta–a	24/04/21 16:16
51537	Regres— al navegador	24/04/21 16:16
51560	Regres— al navegador	24/04/21 16:16
49346	Salida del navegador	24/04/21 16:16
51558	Creo una nueva pestana	24/04/21 16:16
51558	Cambio de pesta–a	24/04/21 16:16
51271	Salida del navegador	24/04/21 16:16
51558	Cambio de pesta–a	24/04/21 16:16
50310	Regres— al navegador	24/04/21 16:16
50310	Salida del navegador	24/04/21 16:16
51271	Regres— al navegador	24/04/21 16:16
51558	Cambio de pesta–a	24/04/21 16:16
51264	[PaperTwo] Acceso permitido 	24/04/21 16:16
51271	[PaperTwo] Acceso permitido 	24/04/21 16:16
51537	Salida del navegador	24/04/21 16:16
50782	[PaperTwo] Acceso permitido 	24/04/21 16:16
49346	Regres— al navegador	24/04/21 16:16
51016	Salida del navegador	24/04/21 16:16
51016	Regres— al navegador	24/04/21 16:16
50022	Regres— al navegador	24/04/21 16:17
49346	[PaperTwo] Acceso permitido 	24/04/21 16:17
51537	Regres— al navegador	24/04/21 16:17
50128	[PaperTwo] Acceso permitido 	24/04/21 16:17
50310	Regres— al navegador	24/04/21 16:17
51211	[PaperTwo] Acceso permitido 	24/04/21 16:17
51537	[PaperTwo] Acceso permitido 	24/04/21 16:17
51537	Salida del navegador	24/04/21 16:17
50310	Salida del navegador	24/04/21 16:17
51529	Salida del navegador	24/04/21 16:17
50310	Regres— al navegador	24/04/21 16:17
51537	Regres— al navegador	24/04/21 16:17
51537	Salida del navegador	24/04/21 16:17
51388	Salida del navegador	24/04/21 16:17
51537	Regres— al navegador	24/04/21 16:17
50022	Salida del navegador	24/04/21 16:17
50022	Cambio de pesta–a	24/04/21 16:17
50022	Cambio de pesta–a	24/04/21 16:17
50022	Cambio de pesta–a	24/04/21 16:17
50022	Cambio de pesta–a	24/04/21 16:17
50022	Cambio de URL	24/04/21 16:17
51529	Regres— al navegador	24/04/21 16:18
49975	Salida del navegador	24/04/21 16:18
49975	Regres— al navegador	24/04/21 16:18
50022	Cambio de URL	24/04/21 16:18
50022	Cambio de URL	24/04/21 16:18
50729	Salida del navegador	24/04/21 16:18
51529	Salida del navegador	24/04/21 16:18
51529	Regres— al navegador	24/04/21 16:18
51534	Salida del navegador	24/04/21 16:18
51534	Regres— al navegador	24/04/21 16:18
50022	Cambio de URL	24/04/21 16:18
49975	[PaperTwo] Acceso permitido 	24/04/21 16:18
50022	Cambio de pesta–a	24/04/21 16:18
50310	Salida del navegador	24/04/21 16:18
50022	Regres— al navegador	24/04/21 16:18
50022	Salida del navegador	24/04/21 16:18
50022	Cambio de pesta–a	24/04/21 16:18
50022	Cambio de URL	24/04/21 16:18
50729	Regres— al navegador	24/04/21 16:18
51529	Salida del navegador	24/04/21 16:18
51529	Regres— al navegador	24/04/21 16:18
51367	Regres— al navegador	24/04/21 16:18
50022	Creo una nueva pestana	24/04/21 16:18
50022	Cambio de pesta–a	24/04/21 16:18
51388	Regres— al navegador	24/04/21 16:18
50613	Salida del navegador	24/04/21 16:18
50310	Regres— al navegador	24/04/21 16:18
49582	Regres— al navegador	24/04/21 16:18
50310	Salida del navegador	24/04/21 16:18
51529	[PaperTwo] Acceso permitido 	24/04/21 16:18
51558	Regres— al navegador	24/04/21 16:19
49887	[PaperTwo] Acceso permitido 	24/04/21 16:19
50729	[PaperTwo] Acceso permitido 	24/04/21 16:19
51299	[PaperTwo] Acceso permitido 	24/04/21 16:19
51558	Salida del navegador	24/04/21 16:19
51558	Cambio de pesta–a	24/04/21 16:19
51388	[PaperTwo] Acceso permitido 	24/04/21 16:19
51558	Regres— al navegador	24/04/21 16:19
51558	Salida del navegador	24/04/21 16:19
50310	Regres— al navegador	24/04/21 16:19
50310	Salida del navegador	24/04/21 16:19
50758	Salida del navegador	24/04/21 16:19
51558	[Login] Acceso concedido---sin Azure	24/04/21 16:19
50613	Regres— al navegador	24/04/21 16:19
50022	Regres— al navegador	24/04/21 16:20
50022	Salida del navegador	24/04/21 16:20
50022	Cambio de pesta–a	24/04/21 16:20
50022	Cambio de pesta–a	24/04/21 16:20
50613	Salida del navegador	24/04/21 16:20
49293	Regres— al navegador	24/04/21 16:20
49838	Regres— al navegador	24/04/21 16:20
49855	[PaperTwo] Acceso permitido 	24/04/21 16:20
51076	Regres— al navegador	24/04/21 16:20
51497	[PaperTwo] Acceso permitido 	24/04/21 16:20
50020	Salida del navegador	24/04/21 16:20
51184	[PaperTwo] Acceso permitido 	24/04/21 16:21
50020	Regres— al navegador	24/04/21 16:21
50310	Regres— al navegador	24/04/21 16:21
50020	Salida del navegador	24/04/21 16:21
50020	Regres— al navegador	24/04/21 16:21
51560	Salida del navegador	24/04/21 16:21
50758	Regres— al navegador	24/04/21 16:21
50758	Salida del navegador	24/04/21 16:22
51560	Creo una nueva pestana	24/04/21 16:22
51560	Cambio de pesta–a	24/04/21 16:22
50310	Salida del navegador	24/04/21 16:22
50020	Salida del navegador	24/04/21 16:22
50020	Regres— al navegador	24/04/21 16:22
50486	[PaperTwo] Acceso permitido 	24/04/21 16:22
